"Tabela 9542 - Pessoas de 15 anos ou mais de idade, total e as alfabetizadas, por sexo, cor ou raça e grupos de idade"
"Variável - Pessoas de 15 anos ou mais de idade (Pessoas)"
"Cód.";"Brasil, Grande Região e Unidade da Federação";"Cor ou raça";"Idade";"Ano x Alfabetização x Sexo"
"Cód.";"Brasil, Grande Região e Unidade da Federação";"Cor ou raça";"Idade";"2022"
"Cód.";"Brasil, Grande Região e Unidade da Federação";"Cor ou raça";"Idade";"Total";;;"Alfabetizadas";;;"Não alfabetizadas"
"Cód.";"Brasil, Grande Região e Unidade da Federação";"Cor ou raça";"Idade";"Total";"Homens";"Mulheres";"Total";"Homens";"Mulheres";"Total";"Homens";"Mulheres"
"26";"Pernambuco";"Total";"20 a 24 anos";"712918";"355843";"357075";"693655";"342292";"351363";"19263";"13551";"5712"
"26";"Pernambuco";"Total";"25 a 34 anos";"1366445";"655925";"710520";"1310412";"617902";"692510";"56033";"38023";"18010"
"26";"Pernambuco";"Total";"35 a 44 anos";"1411347";"668221";"743126";"1281410";"589283";"692127";"129937";"78938";"50999"
"26";"Pernambuco";"Total";"45 a 54 anos";"1163728";"540905";"622823";"967933";"433473";"534460";"195795";"107432";"88363"
"26";"Pernambuco";"Total";"55 a 64 anos";"900844";"404406";"496438";"682134";"296134";"386000";"218710";"108272";"110438"
"26";"Pernambuco";"Total";"65 anos ou mais";"923400";"382270";"541130";"598666";"242336";"356330";"324734";"139934";"184800"
"26";"Pernambuco";"Branca";"Total";"2371974";"1070420";"1301554";"2109979";"939846";"1170133";"261995";"130574";"131421"
"26";"Pernambuco";"Branca";"15 a 19 anos";"220371";"109139";"111232";"215678";"105957";"109721";"4693";"3182";"1511"
"26";"Pernambuco";"Branca";"20 a 24 anos";"222117";"108989";"113128";"216920";"105557";"111363";"5197";"3432";"1765"
"26";"Pernambuco";"Branca";"25 a 34 anos";"424887";"201262";"223625";"410736";"191957";"218779";"14151";"9305";"4846"
"26";"Pernambuco";"Branca";"35 a 44 anos";"452592";"206630";"245962";"420523";"187425";"233098";"32069";"19205";"12864"
"26";"Pernambuco";"Branca";"45 a 54 anos";"379410";"168434";"210976";"330023";"141812";"188211";"49387";"26622";"22765"
"26";"Pernambuco";"Branca";"55 a 64 anos";"308934";"133968";"174966";"252514";"106341";"146173";"56420";"27627";"28793"
"26";"Pernambuco";"Branca";"65 anos ou mais";"363663";"141998";"221665";"263585";"100797";"162788";"100078";"41201";"58877"
"26";"Pernambuco";"Preta";"Total";"789138";"399150";"389988";"659635";"330153";"329482";"129503";"68997";"60506"
"26";"Pernambuco";"Preta";"15 a 19 anos";"61517";"32694";"28823";"59813";"31430";"28383";"1704";"1264";"440"
"26";"Pernambuco";"Preta";"20 a 24 anos";"74904";"39836";"35068";"72761";"38238";"34523";"2143";"1598";"545"
"26";"Pernambuco";"Preta";"25 a 34 anos";"150435";"78356";"72079";"143413";"73326";"70087";"7022";"5030";"1992"
"26";"Pernambuco";"Preta";"35 a 44 anos";"158211";"82413";"75798";"141684";"71857";"69827";"16527";"10556";"5971"
"26";"Pernambuco";"Preta";"45 a 54 anos";"137428";"70210";"67218";"110863";"55117";"55746";"26565";"15093";"11472"
"26";"Pernambuco";"Preta";"55 a 64 anos";"105414";"50945";"54469";"74348";"35142";"39206";"31066";"15803";"15263"
"26";"Pernambuco";"Preta";"65 anos ou mais";"101229";"44696";"56533";"56753";"25043";"31710";"44476";"19653";"24823"
"26";"Pernambuco";"Amarela";"Total";"11105";"4366";"6739";"9968";"3817";"6151";"1137";"549";"588"
"26";"Pernambuco";"Amarela";"15 a 19 anos";"976";"394";"582";"956";"380";"576";"20";"14";"6"
"26";"Pernambuco";"Amarela";"20 a 24 anos";"1223";"493";"730";"1205";"483";"722";"18";"10";"8"
"26";"Pernambuco";"Amarela";"25 a 34 anos";"2396";"900";"1496";"2331";"861";"1470";"65";"39";"26"
"26";"Pernambuco";"Amarela";"35 a 44 anos";"2292";"873";"1419";"2131";"789";"1342";"161";"84";"77"
"26";"Pernambuco";"Amarela";"45 a 54 anos";"1627";"614";"1013";"1394";"493";"901";"233";"121";"112"
"26";"Pernambuco";"Amarela";"55 a 64 anos";"1251";"518";"733";"1003";"403";"600";"248";"115";"133"
"26";"Pernambuco";"Amarela";"65 anos ou mais";"1340";"574";"766";"948";"408";"540";"392";"166";"226"
"26";"Pernambuco";"Parda";"Total";"3927439";"1849946";"2077493";"3370021";"1557940";"1812081";"557418";"292006";"265412"
"26";"Pernambuco";"Parda";"15 a 19 anos";"394970";"201791";"193179";"385177";"194580";"190597";"9793";"7211";"2582"
"26";"Pernambuco";"Parda";"20 a 24 anos";"406851";"202459";"204392";"395237";"194161";"201076";"11614";"8298";"3316"
"26";"Pernambuco";"Parda";"25 a 34 anos";"775503";"368766";"406737";"741537";"345697";"395840";"33966";"23069";"10897"
"26";"Pernambuco";"Parda";"35 a 44 anos";"786076";"372312";"413764";"706577";"324270";"382307";"79499";"48042";"31457"
"26";"Pernambuco";"Parda";"45 a 54 anos";"635856";"297091";"338765";"518374";"232700";"285674";"117482";"64391";"53091"
"26";"Pernambuco";"Parda";"55 a 64 anos";"478150";"215661";"262489";"349480";"152094";"197386";"128670";"63567";"65103"
"26";"Pernambuco";"Parda";"65 anos ou mais";"450033";"191866";"258167";"273639";"114438";"159201";"176394";"77428";"98966"
"26";"Pernambuco";"Indígena";"Total";"62871";"30353";"32518";"52029";"24510";"27519";"10842";"5843";"4999"
"26";"Pernambuco";"Indígena";"15 a 19 anos";"7686";"3984";"3702";"7410";"3794";"3616";"276";"190";"86"
"26";"Pernambuco";"Indígena";"20 a 24 anos";"7458";"3725";"3733";"7170";"3515";"3655";"288";"210";"78"
"26";"Pernambuco";"Indígena";"25 a 34 anos";"12621";"6130";"6491";"11796";"5554";"6242";"825";"576";"249"
"26";"Pernambuco";"Indígena";"35 a 44 anos";"11793";"5711";"6082";"10122";"4667";"5455";"1671";"1044";"627"
"26";"Pernambuco";"Indígena";"45 a 54 anos";"9239";"4446";"4793";"7127";"3253";"3874";"2112";"1193";"919"
"26";"Pernambuco";"Indígena";"55 a 64 anos";"6996";"3244";"3752";"4704";"2094";"2610";"2292";"1150";"1142"
"26";"Pernambuco";"Indígena";"65 anos ou mais";"7078";"3113";"3965";"3700";"1633";"2067";"3378";"1480";"1898"
"27";"Alagoas";"Total";"Total";"2415992";"1135017";"1280975";"1989262";"917960";"1071302";"426730";"217057";"209673"
"27";"Alagoas";"Total";"15 a 19 anos";"258193";"131153";"127040";"250018";"125324";"124694";"8175";"5829";"2346"
"27";"Alagoas";"Total";"20 a 24 anos";"258640";"126842";"131798";"248470";"119802";"128668";"10170";"7040";"3130"
"27";"Alagoas";"Total";"25 a 34 anos";"471065";"222479";"248586";"444098";"205133";"238965";"26967";"17346";"9621"
"27";"Alagoas";"Total";"35 a 44 anos";"472438";"221706";"250732";"404986";"183956";"221030";"67452";"37750";"29702"
"27";"Alagoas";"Total";"45 a 54 anos";"386829";"179684";"207145";"294514";"131916";"162598";"92315";"47768";"44547"
"27";"Alagoas";"Total";"55 a 64 anos";"288947";"131680";"157267";"194906";"86892";"108014";"94041";"44788";"49253"
"27";"Alagoas";"Total";"65 anos ou mais";"279880";"121473";"158407";"152270";"64937";"87333";"127610";"56536";"71074"
"27";"Alagoas";"Branca";"Total";"688096";"313917";"374179";"588545";"265271";"323274";"99551";"48646";"50905"
"27";"Alagoas";"Branca";"15 a 19 anos";"74705";"37056";"37649";"72610";"35602";"37008";"2095";"1454";"641"
"27";"Alagoas";"Branca";"20 a 24 anos";"70368";"34427";"35941";"67920";"32822";"35098";"2448";"1605";"843"
"27";"Alagoas";"Branca";"25 a 34 anos";"124990";"58976";"66014";"118949";"55230";"63719";"6041";"3746";"2295"
"27";"Alagoas";"Branca";"35 a 44 anos";"130632";"59427";"71205";"116015";"51323";"64692";"14617";"8104";"6513"
"27";"Alagoas";"Branca";"45 a 54 anos";"109248";"48597";"60651";"88973";"38396";"50577";"20275";"10201";"10074"
"27";"Alagoas";"Branca";"55 a 64 anos";"84677";"37509";"47168";"63959";"27856";"36103";"20718";"9653";"11065"
"27";"Alagoas";"Branca";"65 anos ou mais";"93476";"37925";"55551";"60119";"24042";"36077";"33357";"13883";"19474"
"27";"Alagoas";"Preta";"Total";"256528";"134654";"121874";"196286";"102359";"93927";"60242";"32295";"27947"
"27";"Alagoas";"Preta";"15 a 19 anos";"22020";"12015";"10005";"21102";"11347";"9755";"918";"668";"250"
"27";"Alagoas";"Preta";"20 a 24 anos";"26400";"14240";"12160";"25092";"13314";"11778";"1308";"926";"382"
"27";"Alagoas";"Preta";"25 a 34 anos";"49672";"26514";"23158";"46180";"24094";"22086";"3492";"2420";"1072"
"27";"Alagoas";"Preta";"35 a 44 anos";"50418";"27094";"23324";"41256";"21614";"19642";"9162";"5480";"3682"
"27";"Alagoas";"Preta";"45 a 54 anos";"43868";"23264";"20604";"30674";"15997";"14677";"13194";"7267";"5927"
"27";"Alagoas";"Preta";"55 a 64 anos";"33124";"16765";"16359";"19096";"9724";"9372";"14028";"7041";"6987"
"27";"Alagoas";"Preta";"65 anos ou mais";"31026";"14762";"16264";"12886";"6269";"6617";"18140";"8493";"9647"
"27";"Alagoas";"Amarela";"Total";"4430";"1659";"2771";"3880";"1411";"2469";"550";"248";"302"
"27";"Alagoas";"Amarela";"15 a 19 anos";"461";"181";"280";"454";"176";"278";"7";"5";"2"
"27";"Alagoas";"Amarela";"20 a 24 anos";"547";"189";"358";"533";"178";"355";"14";"11";"3"
"27";"Alagoas";"Amarela";"25 a 34 anos";"1051";"377";"674";"1005";"355";"650";"46";"22";"24"
"27";"Alagoas";"Amarela";"35 a 44 anos";"961";"360";"601";"860";"315";"545";"101";"45";"56"
"27";"Alagoas";"Amarela";"45 a 54 anos";"634";"219";"415";"515";"172";"343";"119";"47";"72"
"27";"Alagoas";"Amarela";"55 a 64 anos";"406";"173";"233";"293";"121";"172";"113";"52";"61"
"27";"Alagoas";"Amarela";"65 anos ou mais";"370";"160";"210";"220";"94";"126";"150";"66";"84"
"27";"Alagoas";"Parda";"Total";"1451921";"677477";"774444";"1188535";"543190";"645345";"263386";"134287";"129099"
"27";"Alagoas";"Parda";"15 a 19 anos";"159010";"80862";"78148";"153919";"77204";"76715";"5091";"3658";"1433"
"27";"Alagoas";"Parda";"20 a 24 anos";"159482";"77058";"82424";"153162";"72622";"80540";"6320";"4436";"1884"
"27";"Alagoas";"Parda";"25 a 34 anos";"292337";"135122";"157215";"275163";"124111";"151052";"17174";"11011";"6163"
"27";"Alagoas";"Parda";"35 a 44 anos";"287599";"133476";"154123";"244562";"109645";"134917";"43037";"23831";"19206"
"27";"Alagoas";"Parda";"45 a 54 anos";"230876";"106567";"124309";"172802";"76668";"96134";"58074";"29899";"28175"
"27";"Alagoas";"Parda";"55 a 64 anos";"169146";"76485";"92661";"110574";"48738";"61836";"58572";"27747";"30825"
"27";"Alagoas";"Parda";"65 anos ou mais";"153471";"67907";"85564";"78353";"34202";"44151";"75118";"33705";"41413"
"27";"Alagoas";"Indígena";"Total";"14927";"7267";"7660";"11941";"5692";"6249";"2986";"1575";"1411"
"27";"Alagoas";"Indígena";"15 a 19 anos";"1989";"1035";"954";"1925";"991";"934";"64";"44";"20"
"27";"Alagoas";"Indígena";"20 a 24 anos";"1836";"924";"912";"1757";"863";"894";"79";"61";"18"
"27";"Alagoas";"Indígena";"25 a 34 anos";"2999";"1480";"1519";"2786";"1334";"1452";"213";"146";"67"
"27";"Alagoas";"Indígena";"35 a 44 anos";"2808";"1341";"1467";"2277";"1052";"1225";"531";"289";"242"
"27";"Alagoas";"Indígena";"45 a 54 anos";"2187";"1030";"1157";"1535";"677";"858";"652";"353";"299"
"27";"Alagoas";"Indígena";"55 a 64 anos";"1582";"742";"840";"976";"448";"528";"606";"294";"312"
"27";"Alagoas";"Indígena";"65 anos ou mais";"1526";"715";"811";"685";"327";"358";"841";"388";"453"
"28";"Sergipe";"Total";"Total";"1740503";"818111";"922392";"1500088";"689719";"810369";"240415";"128392";"112023"
"28";"Sergipe";"Total";"15 a 19 anos";"172544";"87495";"85049";"168053";"84264";"83789";"4491";"3231";"1260"
"28";"Sergipe";"Total";"20 a 24 anos";"178868";"88110";"90758";"174075";"84699";"89376";"4793";"3411";"1382"
"28";"Sergipe";"Total";"25 a 34 anos";"344975";"163729";"181246";"331555";"154418";"177137";"13420";"9311";"4109"
"28";"Sergipe";"Total";"35 a 44 anos";"351624";"165026";"186598";"317063";"143764";"173299";"34561";"21262";"13299"
"28";"Sergipe";"Total";"45 a 54 anos";"280576";"130788";"149788";"229498";"101934";"127564";"51078";"28854";"22224"
"28";"Sergipe";"Total";"55 a 64 anos";"209924";"96204";"113720";"156675";"69070";"87605";"53249";"27134";"26115"
"28";"Sergipe";"Total";"65 anos ou mais";"201992";"86759";"115233";"123169";"51570";"71599";"78823";"35189";"43634"
"28";"Sergipe";"Branca";"Total";"430809";"198674";"232135";"378001";"171161";"206840";"52808";"27513";"25295"
"28";"Sergipe";"Branca";"15 a 19 anos";"43152";"21514";"21638";"42111";"20799";"21312";"1041";"715";"326"
"28";"Sergipe";"Branca";"20 a 24 anos";"42438";"21312";"21126";"41340";"20553";"20787";"1098";"759";"339"
"28";"Sergipe";"Branca";"25 a 34 anos";"77658";"37429";"40229";"74846";"35537";"39309";"2812";"1892";"920"
"28";"Sergipe";"Branca";"35 a 44 anos";"83493";"38415";"45078";"76563";"34143";"42420";"6930";"4272";"2658"
"28";"Sergipe";"Branca";"45 a 54 anos";"68292";"30766";"37526";"57870";"24928";"32942";"10422";"5838";"4584"
"28";"Sergipe";"Branca";"55 a 64 anos";"53994";"24102";"29892";"43025";"18477";"24548";"10969";"5625";"5344"
"28";"Sergipe";"Branca";"65 anos ou mais";"61782";"25136";"36646";"42246";"16724";"25522";"19536";"8412";"11124"
"28";"Sergipe";"Preta";"Total";"242656";"123661";"118995";"203782";"102079";"101703";"38874";"21582";"17292"
"28";"Sergipe";"Preta";"15 a 19 anos";"20760";"10906";"9854";"20177";"10448";"9729";"583";"458";"125"
"28";"Sergipe";"Preta";"20 a 24 anos";"24646";"12857";"11789";"23929";"12344";"11585";"717";"513";"204"
"28";"Sergipe";"Preta";"25 a 34 anos";"49080";"25349";"23731";"46992";"23829";"23163";"2088";"1520";"568"
"28";"Sergipe";"Preta";"35 a 44 anos";"50851";"26206";"24645";"45506";"22734";"22772";"5345";"3472";"1873"
"28";"Sergipe";"Preta";"45 a 54 anos";"40727";"20996";"19731";"32416";"16058";"16358";"8311";"4938";"3373"
"28";"Sergipe";"Preta";"55 a 64 anos";"29613";"14794";"14819";"20563";"10021";"10542";"9050";"4773";"4277"
"28";"Sergipe";"Preta";"65 anos ou mais";"26979";"12553";"14426";"14199";"6645";"7554";"12780";"5908";"6872"
"28";"Sergipe";"Amarela";"Total";"2486";"1008";"1478";"2240";"879";"1361";"246";"129";"117"
"28";"Sergipe";"Amarela";"15 a 19 anos";"239";"93";"146";"235";"90";"145";"4";"3";"1"
"28";"Sergipe";"Amarela";"20 a 24 anos";"247";"85";"162";"245";"84";"161";"2";"1";"1"
"28";"Sergipe";"Amarela";"25 a 34 anos";"564";"235";"329";"543";"222";"321";"21";"13";"8"
"28";"Sergipe";"Amarela";"35 a 44 anos";"593";"239";"354";"548";"212";"336";"45";"27";"18"
"28";"Sergipe";"Amarela";"45 a 54 anos";"347";"136";"211";"298";"109";"189";"49";"27";"22"
"28";"Sergipe";"Amarela";"55 a 64 anos";"256";"108";"148";"203";"86";"117";"53";"22";"31"
"28";"Sergipe";"Amarela";"65 anos ou mais";"240";"112";"128";"168";"76";"92";"72";"36";"36"
"28";"Sergipe";"Parda";"Total";"1060594";"492861";"567733";"912578";"413946";"498632";"148016";"78915";"69101"
"28";"Sergipe";"Parda";"15 a 19 anos";"108085";"54818";"53267";"105228";"52769";"52459";"2857";"2049";"808"
"28";"Sergipe";"Parda";"20 a 24 anos";"111208";"53696";"57512";"108246";"51567";"56679";"2962";"2129";"833"
"28";"Sergipe";"Parda";"25 a 34 anos";"216918";"100363";"116555";"208440";"94495";"113945";"8478";"5868";"2610"
"28";"Sergipe";"Parda";"35 a 44 anos";"215875";"99750";"116125";"193701";"86307";"107394";"22174";"13443";"8731"
"28";"Sergipe";"Parda";"45 a 54 anos";"170552";"78570";"91982";"138338";"60568";"77770";"32214";"18002";"14212"
"28";"Sergipe";"Parda";"55 a 64 anos";"125509";"56947";"68562";"92433";"40286";"52147";"33076";"16661";"16415"
"28";"Sergipe";"Parda";"65 anos ou mais";"112447";"48717";"63730";"66192";"27954";"38238";"46255";"20763";"25492"
"28";"Sergipe";"Indígena";"Total";"3895";"1879";"2016";"3435";"1632";"1803";"460";"247";"213"
"28";"Sergipe";"Indígena";"15 a 19 anos";"303";"162";"141";"297";"156";"141";"6";"6";"-"
"28";"Sergipe";"Indígena";"20 a 24 anos";"327";"159";"168";"313";"150";"163";"14";"9";"5"
"28";"Sergipe";"Indígena";"25 a 34 anos";"740";"347";"393";"719";"329";"390";"21";"18";"3"
"28";"Sergipe";"Indígena";"35 a 44 anos";"801";"411";"390";"737";"365";"372";"64";"46";"18"
"28";"Sergipe";"Indígena";"45 a 54 anos";"649";"315";"334";"569";"268";"301";"80";"47";"33"
"28";"Sergipe";"Indígena";"55 a 64 anos";"545";"250";"295";"446";"198";"248";"99";"52";"47"
"28";"Sergipe";"Indígena";"65 anos ou mais";"530";"235";"295";"354";"166";"188";"176";"69";"107"
"29";"Bahia";"Total";"Total";"11278555";"5378689";"5899866";"9857608";"4638098";"5219510";"1420947";"740591";"680356"
"29";"Bahia";"Total";"15 a 19 anos";"1068959";"542861";"526098";"1046759";"527420";"519339";"22200";"15441";"6759"
"29";"Bahia";"Total";"20 a 24 anos";"1084267";"536500";"547767";"1059941";"519851";"540090";"24326";"16649";"7677"
"29";"Bahia";"Total";"25 a 34 anos";"2042659";"971606";"1071053";"1979710";"929403";"1050307";"62949";"42203";"20746"
"29";"Bahia";"Total";"35 a 44 anos";"2330893";"1113404";"1217489";"2163355";"1009429";"1153926";"167538";"103975";"63563"
"29";"Bahia";"Total";"45 a 54 anos";"1818416";"874334";"944082";"1546882";"718486";"828396";"271534";"155848";"115686"
"29";"Bahia";"Total";"55 a 64 anos";"1427337";"672295";"755042";"1108148";"507241";"600907";"319189";"165054";"154135"
"29";"Bahia";"Total";"65 anos ou mais";"1506024";"667689";"838335";"952813";"426268";"526545";"553211";"241421";"311790"
"29";"Bahia";"Branca";"Total";"2189932";"1025050";"1164882";"1942523";"900476";"1042047";"247409";"124574";"122835"
"29";"Bahia";"Branca";"15 a 19 anos";"200887";"99223";"101664";"197028";"96686";"100342";"3859";"2537";"1322"
"29";"Bahia";"Branca";"20 a 24 anos";"196912";"96865";"100047";"192845";"94293";"98552";"4067";"2572";"1495"
"29";"Bahia";"Branca";"25 a 34 anos";"357038";"171373";"185665";"347081";"165055";"182026";"9957";"6318";"3639"
"29";"Bahia";"Branca";"35 a 44 anos";"418515";"195918";"222597";"393081";"180434";"212647";"25434";"15484";"9950"
"29";"Bahia";"Branca";"45 a 54 anos";"346236";"163124";"183112";"304235";"139101";"165134";"42001";"24023";"17978"
"29";"Bahia";"Branca";"55 a 64 anos";"293155";"136850";"156305";"241917";"110206";"131711";"51238";"26644";"24594"
"29";"Bahia";"Branca";"65 anos ou mais";"377189";"161697";"215492";"266336";"114701";"151635";"110853";"46996";"63857"
"29";"Bahia";"Preta";"Total";"2647693";"1292372";"1355321";"2294848";"1105797";"1189051";"352845";"186575";"166270"
"29";"Bahia";"Preta";"15 a 19 anos";"228791";"117049";"111742";"223814";"113541";"110273";"4977";"3508";"1469"
"29";"Bahia";"Preta";"20 a 24 anos";"260821";"130429";"130392";"255092";"126364";"128728";"5729";"4065";"1664"
"29";"Bahia";"Preta";"25 a 34 anos";"506897";"247236";"259661";"491301";"236427";"254874";"15596";"10809";"4787"
"29";"Bahia";"Preta";"35 a 44 anos";"579367";"284824";"294543";"537163";"258000";"279163";"42204";"26824";"15380"
"29";"Bahia";"Preta";"45 a 54 anos";"438339";"218569";"219770";"369398";"178240";"191158";"68941";"40329";"28612"
"29";"Bahia";"Preta";"55 a 64 anos";"323530";"156207";"167323";"241429";"113430";"127999";"82101";"42777";"39324"
"29";"Bahia";"Preta";"65 anos ou mais";"309948";"138058";"171890";"176651";"79795";"96856";"133297";"58263";"75034"
"29";"Bahia";"Amarela";"Total";"13359";"5597";"7762";"12192";"5004";"7188";"1167";"593";"574"
"29";"Bahia";"Amarela";"15 a 19 anos";"1168";"500";"668";"1150";"491";"659";"18";"9";"9"
"29";"Bahia";"Amarela";"20 a 24 anos";"1236";"462";"774";"1219";"449";"770";"17";"13";"4"
"29";"Bahia";"Amarela";"25 a 34 anos";"2501";"961";"1540";"2429";"913";"1516";"72";"48";"24"
"29";"Bahia";"Amarela";"35 a 44 anos";"2766";"1117";"1649";"2637";"1040";"1597";"129";"77";"52"
"29";"Bahia";"Amarela";"45 a 54 anos";"2014";"866";"1148";"1788";"745";"1043";"226";"121";"105"
"29";"Bahia";"Amarela";"55 a 64 anos";"1630";"730";"900";"1364";"588";"776";"266";"142";"124"
"29";"Bahia";"Amarela";"65 anos ou mais";"2044";"961";"1083";"1605";"778";"827";"439";"183";"256"
"29";"Bahia";"Parda";"Total";"6363022";"3024712";"3338310";"5554289";"2601103";"2953186";"808733";"423609";"385124"
"29";"Bahia";"Parda";"15 a 19 anos";"631090";"322580";"308510";"617951";"313326";"304625";"13139";"9254";"3885"
"29";"Bahia";"Parda";"20 a 24 anos";"618610";"305379";"313231";"604290";"295498";"308792";"14320";"9881";"4439"
"29";"Bahia";"Parda";"25 a 34 anos";"1164508";"546432";"618076";"1127680";"521720";"605960";"36828";"24712";"12116"
"29";"Bahia";"Parda";"35 a 44 anos";"1317641";"625359";"692282";"1219195";"564520";"654675";"98446";"60839";"37607"
"29";"Bahia";"Parda";"45 a 54 anos";"1021954";"486978";"534976";"863708";"396696";"467012";"158246";"90282";"67964"
"29";"Bahia";"Parda";"55 a 64 anos";"800837";"374687";"426150";"617852";"280414";"337438";"182985";"94273";"88712"
"29";"Bahia";"Parda";"65 anos ou mais";"808382";"363297";"445085";"503613";"228929";"274684";"304769";"134368";"170401"
"29";"Bahia";"Indígena";"Total";"64163";"30770";"33393";"53418";"25558";"27860";"10745";"5212";"5533"
"29";"Bahia";"Indígena";"15 a 19 anos";"6995";"3488";"3507";"6792";"3358";"3434";"203";"130";"73"
"29";"Bahia";"Indígena";"20 a 24 anos";"6655";"3351";"3304";"6464";"3235";"3229";"191";"116";"75"
"29";"Bahia";"Indígena";"25 a 34 anos";"11636";"5569";"6067";"11143";"5256";"5887";"493";"313";"180"
"29";"Bahia";"Indígena";"35 a 44 anos";"12522";"6145";"6377";"11200";"5397";"5803";"1322";"748";"574"
"29";"Bahia";"Indígena";"45 a 54 anos";"9810";"4764";"5046";"7704";"3677";"4027";"2106";"1087";"1019"
"29";"Bahia";"Indígena";"55 a 64 anos";"8136";"3800";"4336";"5547";"2586";"2961";"2589";"1214";"1375"
"29";"Bahia";"Indígena";"65 anos ou mais";"8409";"3653";"4756";"4568";"2049";"2519";"3841";"1604";"2237"
"31";"Minas Gerais";"Total";"Total";"16832070";"8126918";"8705152";"15847064";"7643934";"8203130";"985006";"482984";"502022"
"31";"Minas Gerais";"Total";"15 a 19 anos";"1363591";"692733";"670858";"1348694";"682937";"665757";"14897";"9796";"5101"
"31";"Minas Gerais";"Total";"20 a 24 anos";"1526557";"768502";"758055";"1510670";"758186";"752484";"15887";"10316";"5571"
"31";"Minas Gerais";"Total";"25 a 34 anos";"3076949";"1522706";"1554243";"3038658";"1497642";"1541016";"38291";"25064";"13227"
"31";"Minas Gerais";"Total";"35 a 44 anos";"3216156";"1572371";"1643785";"3137486";"1523398";"1614088";"78670";"48973";"29697"
"31";"Minas Gerais";"Total";"45 a 54 anos";"2725819";"1317136";"1408683";"2584117";"1236907";"1347210";"141702";"80229";"61473"
"31";"Minas Gerais";"Total";"55 a 64 anos";"2379906";"1124864";"1255042";"2171739";"1017944";"1153795";"208167";"106920";"101247"
"31";"Minas Gerais";"Total";"65 anos ou mais";"2543092";"1128606";"1414486";"2055700";"926920";"1128780";"487392";"201686";"285706"
"31";"Minas Gerais";"Branca";"Total";"6946400";"3254837";"3691563";"6661136";"3119539";"3541597";"285264";"135298";"149966"
"31";"Minas Gerais";"Branca";"15 a 19 anos";"499790";"248760";"251030";"495301";"245998";"249303";"4489";"2762";"1727"
"31";"Minas Gerais";"Branca";"20 a 24 anos";"563171";"277246";"285925";"558499";"274429";"284070";"4672";"2817";"1855"
"31";"Minas Gerais";"Branca";"25 a 34 anos";"1163638";"563955";"599683";"1153092";"557569";"595523";"10546";"6386";"4160"
"31";"Minas Gerais";"Branca";"35 a 44 anos";"1261058";"597825";"663233";"1241422";"585964";"655458";"19636";"11861";"7775"
"31";"Minas Gerais";"Branca";"45 a 54 anos";"1120034";"523079";"596955";"1085669";"503736";"581933";"34365";"19343";"15022"
"31";"Minas Gerais";"Branca";"55 a 64 anos";"1071599";"495582";"576017";"1017125";"467345";"549780";"54474";"28237";"26237"
"31";"Minas Gerais";"Branca";"65 anos ou mais";"1267110";"548390";"718720";"1110028";"484498";"625530";"157082";"63892";"93190"
"31";"Minas Gerais";"Preta";"Total";"2115780";"1074627";"1041153";"1937091";"984104";"952987";"178689";"90523";"88166"
"31";"Minas Gerais";"Preta";"15 a 19 anos";"156430";"81860";"74570";"154430";"80440";"73990";"2000";"1420";"580"
"31";"Minas Gerais";"Preta";"20 a 24 anos";"200584";"104437";"96147";"198165";"102752";"95413";"2419";"1685";"734"
"31";"Minas Gerais";"Preta";"25 a 34 anos";"417147";"217756";"199391";"410879";"213295";"197584";"6268";"4461";"1807"
"31";"Minas Gerais";"Preta";"35 a 44 anos";"426959";"222639";"204320";"413027";"213478";"199549";"13932";"9161";"4771"
"31";"Minas Gerais";"Preta";"45 a 54 anos";"350815";"180894";"169921";"324173";"165135";"159038";"26642";"15759";"10883"
"31";"Minas Gerais";"Preta";"55 a 64 anos";"283816";"139823";"143993";"243861";"118795";"125066";"39955";"21028";"18927"
"31";"Minas Gerais";"Preta";"65 anos ou mais";"280029";"127218";"152811";"192556";"90209";"102347";"87473";"37009";"50464"
"31";"Minas Gerais";"Amarela";"Total";"27412";"12675";"14737";"26285";"12163";"14122";"1127";"512";"615"
"31";"Minas Gerais";"Amarela";"15 a 19 anos";"1747";"832";"915";"1728";"819";"909";"19";"13";"6"
"31";"Minas Gerais";"Amarela";"20 a 24 anos";"2302";"1050";"1252";"2281";"1036";"1245";"21";"14";"7"
"31";"Minas Gerais";"Amarela";"25 a 34 anos";"5097";"2305";"2792";"5011";"2253";"2758";"86";"52";"34"
"31";"Minas Gerais";"Amarela";"35 a 44 anos";"5534";"2557";"2977";"5419";"2494";"2925";"115";"63";"52"
"31";"Minas Gerais";"Amarela";"45 a 54 anos";"4334";"1921";"2413";"4177";"1844";"2333";"157";"77";"80"
"31";"Minas Gerais";"Amarela";"55 a 64 anos";"3528";"1638";"1890";"3281";"1532";"1749";"247";"106";"141"
"31";"Minas Gerais";"Amarela";"65 anos ou mais";"4870";"2372";"2498";"4388";"2185";"2203";"482";"187";"295"
"31";"Minas Gerais";"Parda";"Total";"7717253";"3772567";"3944686";"7200817";"3517636";"3683181";"516436";"254931";"261505"
"31";"Minas Gerais";"Parda";"15 a 19 anos";"702962";"359964";"342998";"694756";"354455";"340301";"8206";"5509";"2697"
"31";"Minas Gerais";"Parda";"20 a 24 anos";"757640";"384347";"373293";"749009";"378629";"370380";"8631";"5718";"2913"
